1.562500000000000000e-01,5.000001192092895508e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.062500178813934326e-01,5.625000596046447754e-02,6.875002384185791016e-02,1.875001192092895508e-02
1.687500178813934326e-01,3.750002384185791016e-02,4.375000298023223877e-02,1.875001192092895508e-02
1.000000238418579102e-01,8.125001192092895508e-02,7.500001788139343262e-02,3.125000000000000000e-02
1.500000357627868652e-01,5.625000596046447754e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.312500238418579102e-01,6.250001490116119385e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.062500178813934326e-01,6.875002384185791016e-02,8.750000596046447754e-02,6.250023841857910156e-03
1.562500000000000000e-01,6.250001490116119385e-02,5.625000596046447754e-02,1.250000298023223877e-02
1.875000298023223877e-01,3.750002384185791016e-02,2.500000596046447754e-02,1.437500119209289551e-01
1.125000119209289551e-01,5.625000596046447754e-02,8.125001192092895508e-02,6.250023841857910156e-03
1.187500059604644775e-01,8.125001192092895508e-02,7.500001788139343262e-02,1.875001192092895508e-02
1.250000298023223877e-01,6.875002384185791016e-02,7.500001043081283569e-02,6.250023841857910156e-03
8.750000596046447754e-02,7.500001788139343262e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.625000238418579102e-01,5.625000596046447754e-02,5.625000596046447754e-02,6.250023841857910156e-03
1.187500059604644775e-01,5.625000596046447754e-02,6.250000000000000000e-02,1.250000298023223877e-02
1.562500298023223877e-01,4.375000298023223877e-02,1.250000298023223877e-02,1.375000178813934326e-01
7.500001788139343262e-02,6.250001490116119385e-02,8.750000596046447754e-02,3.750002384185791016e-02
1.312500238418579102e-01,6.250001490116119385e-02,5.625000596046447754e-02,3.750002384185791016e-02
1.437500119209289551e-01,3.750002384185791016e-02,5.000001192092895508e-02,1.875001192092895508e-02
1.187500059604644775e-01,6.875002384185791016e-02,6.875002384185791016e-02,1.250000298023223877e-02
8.750000596046447754e-02,8.125001192092895508e-02,8.750000596046447754e-02,3.125000000000000000e-02
1.000000238418579102e-01,4.375000298023223877e-02,5.625000596046447754e-02,1.250000298023223877e-02
1.500000357627868652e-01,6.250000745058059692e-02,6.250000000000000000e-02,1.250000298023223877e-02
1.000000238418579102e-01,6.250001490116119385e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.187500059604644775e-01,7.500001788139343262e-02,6.875002384185791016e-02,3.750002384185791016e-02
1.312500238418579102e-01,1.062500178813934326e-01,1.312500238418579102e-01,1.250000298023223877e-02
1.250000000000000000e-01,6.250001490116119385e-02,6.250000000000000000e-02,2.500000596046447754e-02
8.125001192092895508e-02,8.125001192092895508e-02,7.500001788139343262e-02,3.750002384185791016e-02
8.125001192092895508e-02,7.500001788139343262e-02,8.125001192092895508e-02,1.250000298023223877e-02
5.625000596046447754e-02,7.500001788139343262e-02,8.750000596046447754e-02,3.125000000000000000e-02
3.750002384185791016e-02,7.500001788139343262e-02,7.500001788139343262e-02,1.875001192092895508e-02
1.062500178813934326e-01,6.875002384185791016e-02,7.500001043081283569e-02,2.500000596046447754e-02
1.375000178813934326e-01,6.875002384185791016e-02,7.500001043081283569e-02,6.250023841857910156e-03
4.375001788139343262e-02,9.375001490116119385e-02,9.375002980232238770e-02,1.250000298023223877e-02
1.312500238418579102e-01,7.500001788139343262e-02,7.500001788139343262e-02,3.750002384185791016e-02
5.625000596046447754e-02,8.750000596046447754e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.000000238418579102e-01,8.125001192092895508e-02,7.500001043081283569e-02,3.125000000000000000e-02
1.125000119209289551e-01,6.875002384185791016e-02,6.875002384185791016e-02,6.250023841857910156e-03
8.750000596046447754e-02,7.500001788139343262e-02,8.750000596046447754e-02,1.250000298023223877e-02
7.500001788139343262e-02,7.500001788139343262e-02,8.125001192092895508e-02,3.125000000000000000e-02
1.875000298023223877e-01,4.375000298023223877e-02,3.750002384185791016e-02,1.250000298023223877e-02
9.375000000000000000e-02,8.125001192092895508e-02,7.500001788139343262e-02,1.875001192092895508e-02
5.000001192092895508e-02,1.937500238418579102e-01,1.687500178813934326e-01,4.375000298023223877e-02
1.312500238418579102e-01,6.875002384185791016e-02,6.875002384185791016e-02,3.750002384185791016e-02
1.250000000000000000e-01,6.875002384185791016e-02,6.250000000000000000e-02,6.250023841857910156e-03
8.750000596046447754e-02,6.250001490116119385e-02,6.875002384185791016e-02,2.500000596046447754e-02
1.312500238418579102e-01,6.250001490116119385e-02,7.500001788139343262e-02,1.250000298023223877e-02
9.375002980232238770e-02,8.750000596046447754e-02,8.750000596046447754e-02,1.875001192092895508e-02
8.750000596046447754e-02,7.500001788139343262e-02,8.125001192092895508e-02,6.250023841857910156e-03
3.750002384185791016e-02,8.750000596046447754e-02,1.187500059604644775e-01,1.000000238418579102e-01
3.750002384185791016e-02,6.875002384185791016e-02,9.375000000000000000e-02,1.250000298023223877e-02
7.500001788139343262e-02,8.125001192092895508e-02,7.500001788139343262e-02,5.000001192092895508e-02
8.750000596046447754e-02,8.125001192092895508e-02,8.125001192092895508e-02,4.375000298023223877e-02
1.187500059604644775e-01,7.500001788139343262e-02,4.375000298023223877e-02,1.250000298023223877e-02
9.375002980232238770e-02,8.750000596046447754e-02,8.125001192092895508e-02,1.875001192092895508e-02
1.312500238418579102e-01,8.750000596046447754e-02,8.125001192092895508e-02,6.250023841857910156e-03
4.375001788139343262e-02,7.500001788139343262e-02,1.375000178813934326e-01,1.875001192092895508e-02
8.750000596046447754e-02,5.625000596046447754e-02,9.375000000000000000e-02,6.250023841857910156e-03
6.875002384185791016e-02,9.375001490116119385e-02,1.000000238418579102e-01,1.875001192092895508e-02
1.187500059604644775e-01,5.625000596046447754e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.000000238418579102e-01,6.875002384185791016e-02,7.500001788139343262e-02,6.250023841857910156e-03
6.875002384185791016e-02,1.000000238418579102e-01,1.062500178813934326e-01,3.750002384185791016e-02
1.312500238418579102e-01,6.875002384185791016e-02,6.250000000000000000e-02,4.375000298023223877e-02
1.000000238418579102e-01,7.500001788139343262e-02,8.125001192092895508e-02,5.000001192092895508e-02
9.375000000000000000e-02,5.625000596046447754e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.375000178813934326e-01,3.125001490116119385e-02,2.500000000000000000e-01,2.500000000000000000e-01
3.125000000000000000e-02,8.125001192092895508e-02,9.375000000000000000e-02,1.250000298023223877e-02
2.500000596046447754e-02,1.062500178813934326e-01,1.125000119209289551e-01,7.500000298023223877e-02
3.750002384185791016e-02,1.062500178813934326e-01,1.000000238418579102e-01,8.750000596046447754e-02
1.250000000000000000e-01,6.875002384185791016e-02,6.875002384185791016e-02,6.250023841857910156e-03
2.000000178813934326e-01,4.375000298023223877e-02,2.500000000000000000e-01,2.187500000000000000e-01
1.187500059604644775e-01,7.500001788139343262e-02,5.000001192092895508e-02,1.875001192092895508e-02
1.000000238418579102e-01,6.250001490116119385e-02,7.500001788139343262e-02,1.875001192092895508e-02
1.875000298023223877e-01,5.000001192092895508e-02,2.500000000000000000e-01,2.500000000000000000e-01
1.125000119209289551e-01,8.750000596046447754e-02,6.875002384185791016e-02,1.250000298023223877e-02
5.625000596046447754e-02,4.375000298023223877e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.125000119209289551e-01,7.500001788139343262e-02,8.125001192092895508e-02,1.875001192092895508e-02
1.000000238418579102e-01,6.250001490116119385e-02,7.500001788139343262e-02,2.500000596046447754e-02
8.125001192092895508e-02,8.125001192092895508e-02,9.375000000000000000e-02,3.125000000000000000e-02
1.187500059604644775e-01,5.625000596046447754e-02,6.250000000000000000e-02,5.000001192092895508e-02
1.625000238418579102e-01,2.500000596046447754e-02,4.375000298023223877e-02,6.250023841857910156e-03
7.500001788139343262e-02,8.750000596046447754e-02,1.187500059604644775e-01,3.125000000000000000e-02
1.625000238418579102e-01,5.000001192092895508e-02,5.000001192092895508e-02,4.375000298023223877e-02
1.125000119209289551e-01,5.000001192092895508e-02,5.625000596046447754e-02,1.875001192092895508e-02
1.187500059604644775e-01,1.000000238418579102e-01,7.500001788139343262e-02,5.625000596046447754e-02
6.875002384185791016e-02,8.125001192092895508e-02,9.375000000000000000e-02,1.875001192092895508e-02
1.000000238418579102e-01,6.250001490116119385e-02,7.500001043081283569e-02,3.125000000000000000e-02
1.062500178813934326e-01,6.875002384185791016e-02,7.500001043081283569e-02,3.750002384185791016e-02
1.312500238418579102e-01,6.875002384185791016e-02,6.250000000000000000e-02,6.250023841857910156e-03
5.000001192092895508e-02,8.750000596046447754e-02,8.750000596046447754e-02,6.250000000000000000e-02
8.125001192092895508e-02,6.875002384185791016e-02,7.500001788139343262e-02,1.250000298023223877e-02
1.750000119209289551e-01,3.750002384185791016e-02,4.375000298023223877e-02,6.250023841857910156e-03
1.500000357627868652e-01,4.375000298023223877e-02,5.000001192092895508e-02,1.250000298023223877e-02
2.500000298023223877e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01
8.125001192092895508e-02,7.500001788139343262e-02,8.125001192092895508e-02,6.250023841857910156e-03
1.187500059604644775e-01,4.375000298023223877e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.125000119209289551e-01,5.625000596046447754e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.062500178813934326e-01,7.500001788139343262e-02,8.125001192092895508e-02,4.375000298023223877e-02
4.375001788139343262e-02,8.125001192092895508e-02,8.750000596046447754e-02,5.625000596046447754e-02
1.625000238418579102e-01,5.000001192092895508e-02,5.000001192092895508e-02,1.875001192092895508e-02
1.562500298023223877e-01,4.375000298023223877e-02,3.750002384185791016e-02,1.250000298023223877e-02
2.500000298023223877e-01,2.500000298023223877e-01,2.500000000000000000e-01,2.125000357627868652e-01
8.125001192092895508e-02,8.125001192092895508e-02,7.500001788139343262e-02,6.250023841857910156e-03
5.000001192092895508e-02,6.875002384185791016e-02,8.750000596046447754e-02,4.375000298023223877e-02
6.250000000000000000e-02,8.750000596046447754e-02,8.125001192092895508e-02,3.125000000000000000e-02
1.250000298023223877e-01,5.625000596046447754e-02,6.875002384185791016e-02,4.375000298023223877e-02
7.500001788139343262e-02,8.750000596046447754e-02,9.375000000000000000e-02,1.875001192092895508e-02
6.250002980232238770e-02,8.750000596046447754e-02,1.062500178813934326e-01,5.000001192092895508e-02
8.750000596046447754e-02,8.750000596046447754e-02,8.125001192092895508e-02,5.000001192092895508e-02
8.750000596046447754e-02,6.875002384185791016e-02,7.500001788139343262e-02,3.125000000000000000e-02
1.437500119209289551e-01,3.125000745058059692e-02,2.500000596046447754e-02,6.250023841857910156e-03
1.062500178813934326e-01,6.875002384185791016e-02,8.125001192092895508e-02,1.875001192092895508e-02
7.500001788139343262e-02,1.000000238418579102e-01,1.312500238418579102e-01,6.250023841857910156e-03
6.875002384185791016e-02,7.500001788139343262e-02,8.125001192092895508e-02,1.250000298023223877e-02
1.687500178813934326e-01,3.750002384185791016e-02,5.625000596046447754e-02,6.250023841857910156e-03
5.000001192092895508e-02,7.500001788139343262e-02,6.250001490116119385e-02,1.250000298023223877e-02
1.125000119209289551e-01,6.875002384185791016e-02,6.875002384185791016e-02,1.250000298023223877e-02
1.062500178813934326e-01,6.875002384185791016e-02,8.125001192092895508e-02,2.500000596046447754e-02
5.625000596046447754e-02,8.750000596046447754e-02,6.875002384185791016e-02,1.875001192092895508e-02
1.437500119209289551e-01,5.000001192092895508e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.000000238418579102e-01,7.500001788139343262e-02,5.625000596046447754e-02,1.250000298023223877e-02
1.875001192092895508e-02,1.250000149011611938e-01,1.250000000000000000e-01,5.000001192092895508e-02
8.750000596046447754e-02,8.125001192092895508e-02,7.500001788139343262e-02,2.500000596046447754e-02
1.125000119209289551e-01,7.500001788139343262e-02,6.875002384185791016e-02,5.000001192092895508e-02
5.625000596046447754e-02,1.062500178813934326e-01,8.750000596046447754e-02,2.500000596046447754e-02
8.125001192092895508e-02,6.250001490116119385e-02,8.125001192092895508e-02,1.875001192092895508e-02
5.625000596046447754e-02,8.750000596046447754e-02,9.375002980232238770e-02,3.750002384185791016e-02
1.312500238418579102e-01,8.125001192092895508e-02,5.625000596046447754e-02,3.125000000000000000e-02
1.375000178813934326e-01,6.250001490116119385e-02,5.625000596046447754e-02,1.875001192092895508e-02
6.250002980232238770e-02,8.750000596046447754e-02,1.125000119209289551e-01,3.125000000000000000e-02
1.187500059604644775e-01,7.500001788139343262e-02,6.250001490116119385e-02,6.250023841857910156e-03
6.250002980232238770e-02,8.750000596046447754e-02,9.375000000000000000e-02,8.125001192092895508e-02
1.437500119209289551e-01,5.000001192092895508e-02,3.125000372529029846e-02,6.250023841857910156e-03
1.437500119209289551e-01,6.250001490116119385e-02,6.875002384185791016e-02,6.250023841857910156e-03
1.125000119209289551e-01,7.500001788139343262e-02,7.500001788139343262e-02,3.750002384185791016e-02
1.000000238418579102e-01,6.250001490116119385e-02,8.750000596046447754e-02,3.750002384185791016e-02
1.375000178813934326e-01,6.250001490116119385e-02,5.000001192092895508e-02,2.500000596046447754e-02
1.562500298023223877e-01,2.062500119209289551e-01,1.312500238418579102e-01,2.125000357627868652e-01
1.250000298023223877e-01,6.875002384185791016e-02,7.500001788139343262e-02,1.187500059604644775e-01
1.312500238418579102e-01,7.500001043081283569e-02,7.500001788139343262e-02,1.250000298023223877e-02
8.125001192092895508e-02,8.125001192092895508e-02,9.375000000000000000e-02,6.250000000000000000e-02
1.375000178813934326e-01,5.625000596046447754e-02,6.250000000000000000e-02,1.250000298023223877e-02
1.437500119209289551e-01,5.625000596046447754e-02,7.500001788139343262e-02,4.375000298023223877e-02
1.437500119209289551e-01,4.375000298023223877e-02,6.250000000000000000e-02,1.875001192092895508e-02
5.000001192092895508e-02,9.375001490116119385e-02,9.375000000000000000e-02,5.000001192092895508e-02
1.562500298023223877e-01,6.875002384185791016e-02,3.750002384185791016e-02,1.250000298023223877e-02
1.187500059604644775e-01,7.500001788139343262e-02,8.125001192092895508e-02,2.500000596046447754e-02
1.375000178813934326e-01,6.875002384185791016e-02,6.875002384185791016e-02,1.250000298023223877e-02
1.250000000000000000e-01,8.750000596046447754e-02,1.125000119209289551e-01,6.250023841857910156e-03
1.062500178813934326e-01,8.125001192092895508e-02,9.375000000000000000e-02,6.250023841857910156e-03
1.000000238418579102e-01,6.250000745058059692e-02,8.750000596046447754e-02,1.250000298023223877e-02
1.312500238418579102e-01,6.250001490116119385e-02,5.000001192092895508e-02,1.250000298023223877e-02
1.062500178813934326e-01,5.000001192092895508e-02,3.750002384185791016e-02,6.250023841857910156e-03
8.750000596046447754e-02,8.750000596046447754e-02,1.000000238418579102e-01,1.250000298023223877e-02
2.500000596046447754e-02,7.500001788139343262e-02,8.750000596046447754e-02,1.875001192092895508e-02
1.125000119209289551e-01,7.500001788139343262e-02,6.875002384185791016e-02,3.125000000000000000e-02
7.500001788139343262e-02,8.125001192092895508e-02,7.500001043081283569e-02,3.125000000000000000e-02
3.750002384185791016e-02,1.625000238418579102e-01,1.625000238418579102e-01,5.625000596046447754e-02
1.875001192092895508e-02,1.000000238418579102e-01,1.062500178813934326e-01,8.750000596046447754e-02
5.625000596046447754e-02,8.125001192092895508e-02,1.000000238418579102e-01,1.250000298023223877e-02
1.125000119209289551e-01,6.250001490116119385e-02,6.875002384185791016e-02,1.875001192092895508e-02
1.250000298023223877e-01,6.875002384185791016e-02,6.250001490116119385e-02,1.250000298023223877e-02
1.375000178813934326e-01,5.625000596046447754e-02,6.250002980232238770e-02,1.875001192092895508e-02
1.375000178813934326e-01,6.250001490116119385e-02,5.000001192092895508e-02,1.125000119209289551e-01
9.375000000000000000e-02,6.875002384185791016e-02,7.500001788139343262e-02,2.500000596046447754e-02
9.375002980232238770e-02,5.625000596046447754e-02,6.250000000000000000e-02,2.500000596046447754e-02
8.750000596046447754e-02,1.437500119209289551e-01,1.625000238418579102e-01,2.500000596046447754e-02
2.125000357627868652e-01,1.875001192092895508e-02,1.875001192092895508e-02,1.125000119209289551e-01
1.125000119209289551e-01,4.375000298023223877e-02,3.750002384185791016e-02,6.250023841857910156e-03
4.375001788139343262e-02,9.375001490116119385e-02,8.125001192092895508e-02,1.250000298023223877e-02
1.625000238418579102e-01,6.250001490116119385e-02,6.250000000000000000e-02,6.250023841857910156e-03
5.000001192092895508e-02,8.125001192092895508e-02,7.500001788139343262e-02,2.500000596046447754e-02
2.437500357627868652e-01,3.125001490116119385e-02,2.500000000000000000e-01,2.187500000000000000e-01
1.062500178813934326e-01,6.875002384185791016e-02,8.125001192092895508e-02,1.250000298023223877e-02
1.562500000000000000e-01,4.375000298023223877e-02,4.375000298023223877e-02,6.250023841857910156e-03
3.750002384185791016e-02,6.875002384185791016e-02,7.500001788139343262e-02,3.750002384185791016e-02
1.312500238418579102e-01,6.250002980232238770e-02,5.625000596046447754e-02,1.250000298023223877e-02
9.375000000000000000e-02,8.125001192092895508e-02,8.125001192092895508e-02,6.250023841857910156e-03
5.625000596046447754e-02,8.750000596046447754e-02,1.000000238418579102e-01,5.000001192092895508e-02
1.937500238418579102e-01,3.750002384185791016e-02,4.375000298023223877e-02,7.500001788139343262e-02
6.875002384185791016e-02,8.750000596046447754e-02,1.125000119209289551e-01,5.625000596046447754e-02
1.625000238418579102e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.062500029802322388e-01
1.250000000000000000e-01,6.875002384185791016e-02,6.250001490116119385e-02,6.250023841857910156e-03
1.187500059604644775e-01,3.125001490116119385e-02,5.000001192092895508e-02,6.250023841857910156e-03
7.500001788139343262e-02,8.750000596046447754e-02,8.125001192092895508e-02,4.375000298023223877e-02
1.062500178813934326e-01,7.500001788139343262e-02,8.125001192092895508e-02,1.250000298023223877e-02
1.687500178813934326e-01,2.500000596046447754e-02,3.125000372529029846e-02,5.625000596046447754e-02
9.375000000000000000e-02,9.375001490116119385e-02,8.125001192092895508e-02,1.250000298023223877e-02
7.500001788139343262e-02,9.375001490116119385e-02,1.000000238418579102e-01,2.500000596046447754e-02
1.375000178813934326e-01,5.000001192092895508e-02,6.875002384185791016e-02,2.500000596046447754e-02
1.687500178813934326e-01,5.000001192092895508e-02,5.000001192092895508e-02,3.125000000000000000e-02
1.500000357627868652e-01,4.375000298023223877e-02,4.375000298023223877e-02,6.250023841857910156e-03
1.312500238418579102e-01,6.250001490116119385e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.375000178813934326e-01,6.875002384185791016e-02,6.875002384185791016e-02,4.375000298023223877e-02
1.187500059604644775e-01,4.375000298023223877e-02,5.625000596046447754e-02,6.250023841857910156e-03
8.125001192092895508e-02,8.125001192092895508e-02,8.125001192092895508e-02,6.250023841857910156e-03
1.000000238418579102e-01,5.625000596046447754e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.062500178813934326e-01,8.125001192092895508e-02,8.125001192092895508e-02,1.875001192092895508e-02
1.000000238418579102e-01,7.500001788139343262e-02,9.375000000000000000e-02,2.500000596046447754e-02
1.875001192092895508e-02,8.125001192092895508e-02,1.000000238418579102e-01,1.250000298023223877e-02
1.187500059604644775e-01,6.250001490116119385e-02,6.875002384185791016e-02,1.875001192092895508e-02
1.125000119209289551e-01,7.500001788139343262e-02,7.500001788139343262e-02,2.500000596046447754e-02
1.562500298023223877e-01,5.625000596046447754e-02,5.000001192092895508e-02,1.875001192092895508e-02
2.000000178813934326e-01,3.125001490116119385e-02,3.125001490116119385e-02,3.125000000000000000e-02
2.500000596046447754e-02,1.062500178813934326e-01,8.125001192092895508e-02,1.875001192092895508e-02
1.500000357627868652e-01,5.000001192092895508e-02,4.375000298023223877e-02,6.875002384185791016e-02
1.312500238418579102e-01,6.875002384185791016e-02,7.500001788139343262e-02,3.125000000000000000e-02
1.062500178813934326e-01,8.125001192092895508e-02,6.875002384185791016e-02,6.250023841857910156e-03
1.312500238418579102e-01,5.000001192092895508e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.562500298023223877e-01,5.625000596046447754e-02,5.000001192092895508e-02,1.250000298023223877e-02
1.875000000000000000e-01,3.125001490116119385e-02,4.375000298023223877e-02,1.250000298023223877e-02
7.500001788139343262e-02,7.500001788139343262e-02,6.875002384185791016e-02,6.250023841857910156e-03
2.062500119209289551e-01,4.375000298023223877e-02,4.375000298023223877e-02,1.000000238418579102e-01
6.875002384185791016e-02,9.375001490116119385e-02,9.375002980232238770e-02,2.500000596046447754e-02
1.062500178813934326e-01,6.875002384185791016e-02,8.125001192092895508e-02,4.375000298023223877e-02
1.125000119209289551e-01,6.875002384185791016e-02,6.250000000000000000e-02,1.250000298023223877e-02
8.750000596046447754e-02,1.062500178813934326e-01,7.500001043081283569e-02,2.500000596046447754e-02
9.375000000000000000e-02,9.375001490116119385e-02,1.187500059604644775e-01,2.500000596046447754e-02
8.125001192092895508e-02,7.500001788139343262e-02,8.125001192092895508e-02,3.750002384185791016e-02
6.875002384185791016e-02,8.750000596046447754e-02,8.750000596046447754e-02,7.500000298023223877e-02
1.125000119209289551e-01,7.500001788139343262e-02,8.125001192092895508e-02,5.000001192092895508e-02
1.875000000000000000e-01,5.000001192092895508e-02,2.500000596046447754e-02,1.125000119209289551e-01
1.937500238418579102e-01,4.375000298023223877e-02,3.125000372529029846e-02,2.500000596046447754e-02
1.500000357627868652e-01,5.000001192092895508e-02,4.375000298023223877e-02,6.250023841857910156e-03
1.000000238418579102e-01,7.500001788139343262e-02,5.625000596046447754e-02,6.250023841857910156e-03
1.187500059604644775e-01,6.250001490116119385e-02,1.125000119209289551e-01,6.250023841857910156e-03
1.687500178813934326e-01,5.000001192092895508e-02,2.500000000000000000e-01,1.875000000000000000e-01
9.375002980232238770e-02,1.375000178813934326e-01,1.250000000000000000e-01,6.875002384185791016e-02
1.437500119209289551e-01,5.000001192092895508e-02,5.625000596046447754e-02,1.250000298023223877e-02
1.062500178813934326e-01,6.875002384185791016e-02,6.875002384185791016e-02,1.250000298023223877e-02
8.125001192092895508e-02,7.500001788139343262e-02,8.125001192092895508e-02,5.000001192092895508e-02
9.375002980232238770e-02,6.250001490116119385e-02,8.125001192092895508e-02,1.250000298023223877e-02
5.000001192092895508e-02,1.062500178813934326e-01,1.000000238418579102e-01,5.625000596046447754e-02
1.312500238418579102e-01,4.375000298023223877e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.312500238418579102e-01,6.875002384185791016e-02,7.500001788139343262e-02,6.250023841857910156e-03
9.375002980232238770e-02,7.500001788139343262e-02,8.125001192092895508e-02,6.250023841857910156e-03
1.250000000000000000e-01,6.875002384185791016e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.375000178813934326e-01,6.250001490116119385e-02,8.125001192092895508e-02,1.250000298023223877e-02
1.062500178813934326e-01,7.500001788139343262e-02,8.125001192092895508e-02,2.500000596046447754e-02
1.062500178813934326e-01,6.250001490116119385e-02,8.125001192092895508e-02,6.250023841857910156e-03
9.375000000000000000e-02,7.500001788139343262e-02,7.500001788139343262e-02,1.250000298023223877e-02
1.000000238418579102e-01,4.375000298023223877e-02,5.000001192092895508e-02,6.250023841857910156e-03
8.750000596046447754e-02,6.875002384185791016e-02,7.500001788139343262e-02,1.250000298023223877e-02
1.375000178813934326e-01,4.375000298023223877e-02,3.750002384185791016e-02,9.375000000000000000e-02
1.250000298023223877e-01,6.875002384185791016e-02,8.125001192092895508e-02,2.500000596046447754e-02
1.687500178813934326e-01,3.750002384185791016e-02,5.000001192092895508e-02,2.500000596046447754e-02
9.375000000000000000e-02,7.500001788139343262e-02,6.250000000000000000e-02,6.250023841857910156e-03
6.250000000000000000e-02,9.375001490116119385e-02,9.375000000000000000e-02,1.250000298023223877e-02
1.250000298023223877e-01,6.250001490116119385e-02,6.875002384185791016e-02,4.375000298023223877e-02
3.750002384185791016e-02,8.125001192092895508e-02,1.000000238418579102e-01,6.250000000000000000e-02
9.375000000000000000e-02,7.500001788139343262e-02,7.500001788139343262e-02,3.125000000000000000e-02
4.375000298023223877e-02,7.500001788139343262e-02,9.375000000000000000e-02,6.250023841857910156e-03
4.375000298023223877e-02,8.750000596046447754e-02,1.062500178813934326e-01,6.250023841857910156e-03
1.125000119209289551e-01,6.875002384185791016e-02,7.500001788139343262e-02,1.250000298023223877e-02
8.125001192092895508e-02,8.125001192092895508e-02,8.750000596046447754e-02,6.250023841857910156e-03
1.187500059604644775e-01,6.250001490116119385e-02,6.250000000000000000e-02,6.250023841857910156e-03
1.250000000000000000e-01,6.875002384185791016e-02,6.875002384185791016e-02,2.500000596046447754e-02
1.437500119209289551e-01,6.250001490116119385e-02,6.250000000000000000e-02,1.875001192092895508e-02
1.250000298023223877e-01,7.500001788139343262e-02,6.875002384185791016e-02,1.250000298023223877e-02
6.250000000000000000e-02,8.125001192092895508e-02,8.750000596046447754e-02,6.250023841857910156e-03
1.250000298023223877e-02,8.125001192092895508e-02,9.375000000000000000e-02,1.875001192092895508e-02
7.500001788139343262e-02,8.125001192092895508e-02,9.375000000000000000e-02,6.250023841857910156e-03
1.187500059604644775e-01,6.250001490116119385e-02,6.875002384185791016e-02,5.625000596046447754e-02
1.312500238418579102e-01,6.875002384185791016e-02,6.875002384185791016e-02,6.250023841857910156e-03
1.250000000000000000e-01,6.875002384185791016e-02,1.875001192092895508e-02,1.500000357627868652e-01
1.062500178813934326e-01,7.500001788139343262e-02,8.750000596046447754e-02,6.250023841857910156e-03
1.250000298023223877e-02,8.750000596046447754e-02,8.125001192092895508e-02,2.500000596046447754e-02
1.187500059604644775e-01,6.250001490116119385e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.125000119209289551e-01,7.500001788139343262e-02,8.750000596046447754e-02,3.750002384185791016e-02
1.187500059604644775e-01,6.875002384185791016e-02,6.875002384185791016e-02,3.125000000000000000e-02
1.000000238418579102e-01,8.125001192092895508e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.250000298023223877e-01,3.750002384185791016e-02,6.250001490116119385e-02,6.250023841857910156e-03
1.625000238418579102e-01,4.375000298023223877e-02,6.250000000000000000e-02,7.500001788139343262e-02
8.125001192092895508e-02,4.375000298023223877e-02,5.000001192092895508e-02,6.250023841857910156e-03
1.000000238418579102e-01,5.625000596046447754e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.437500119209289551e-01,5.000001192092895508e-02,1.250000298023223877e-02,1.250000298023223877e-02
8.125001192092895508e-02,5.000001192092895508e-02,5.000001192092895508e-02,2.500000596046447754e-02
1.500000357627868652e-01,6.250001490116119385e-02,6.250000000000000000e-02,9.375000000000000000e-02
1.437500119209289551e-01,5.625000596046447754e-02,6.250000000000000000e-02,3.125000000000000000e-02
1.250000000000000000e-01,4.375000298023223877e-02,4.375000298023223877e-02,1.875001192092895508e-02
5.000001192092895508e-02,1.062500178813934326e-01,1.000000238418579102e-01,8.750000596046447754e-02
1.062500178813934326e-01,8.125001192092895508e-02,8.750000596046447754e-02,6.250023841857910156e-03
1.687500178813934326e-01,2.500000596046447754e-02,4.375000298023223877e-02,1.875001192092895508e-02
8.750000596046447754e-02,6.875002384185791016e-02,7.500001788139343262e-02,6.250023841857910156e-03
1.187500059604644775e-01,6.875002384185791016e-02,6.875002384185791016e-02,6.250023841857910156e-03
1.875000298023223877e-01,2.500000596046447754e-02,3.750002384185791016e-02,1.875001192092895508e-02
1.375000178813934326e-01,6.250001490116119385e-02,6.250001490116119385e-02,6.250023841857910156e-03
5.000001192092895508e-02,7.500001788139343262e-02,6.250000000000000000e-02,1.250000298023223877e-02
1.687500178813934326e-01,5.625000596046447754e-02,5.625000596046447754e-02,6.250023841857910156e-03
1.812500357627868652e-01,4.375000298023223877e-02,3.125000372529029846e-02,1.375000178813934326e-01
8.125001192092895508e-02,8.750000596046447754e-02,8.750000596046447754e-02,3.750002384185791016e-02
